protein_id	split	source	pdb_file	status	ca_residues	sequence_length	structure_sequence_coverage	error
6H3P_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/6H3P.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/6H3P_B.pdb	ok	245	253	0.9683794466403162	
1XFI_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1XFI.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1XFI_A.pdb	ok	343	367	0.9346049046321526	
2Q40_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2Q40.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2Q40_A.pdb	ok	343	367	0.9346049046321526	
4C0N_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4C0N.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4C0N_A.pdb	ok	150	175	0.8571428571428571	
4C44_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4C44.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4C44_A.pdb	ok	150	175	0.8571428571428571	
1W07_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1W07.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1W07_A.pdb	ok	655	659	0.9939301972685888	
1W07_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1W07.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1W07_B.pdb	ok	658	659	0.9984825493171472	
9H4A_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9H4A.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9H4A_A.pdb	ok	143	163	0.8773006134969326	
9H4A_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9H4A.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9H4A_B.pdb	ok	139	163	0.852760736196319	
1ZXU_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1ZXU.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1ZXU_A.pdb	ok	160	217	0.7373271889400922	
2Q4M_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2Q4M.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2Q4M_A.pdb	ok	160	217	0.7373271889400922	
6LPW_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/6LPW.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/6LPW_A.pdb	ok	431	451	0.9556541019955654	
6LPW_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/6LPW.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/6LPW_B.pdb	ok	436	451	0.9667405764966741	
8BB6_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/8BB6.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/8BB6_A.pdb	ok	476	519	0.9171483622350675	
8BB6_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/8BB6.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/8BB6_B.pdb	ok	476	519	0.9171483622350675	
3VX8_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3VX8.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3VX8_B.pdb	ok	175	292	0.5993150684931506	
3VX8_C	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3VX8.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3VX8_C.pdb	ok	172	292	0.589041095890411	
4AEC_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4AEC.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4AEC_A.pdb	ok	323	430	0.7511627906976744	
4AEC_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4AEC.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4AEC_B.pdb	ok	319	430	0.7418604651162791	
7MPY_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/7MPY.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/7MPY_A.pdb	ok	423	501	0.844311377245509	
7MPY_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/7MPY.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/7MPY_B.pdb	ok	430	501	0.8582834331337326	
2BGH_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2BGH.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2BGH_A.pdb	ok	413	421	0.9809976247030879	
2BGH_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2BGH.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2BGH_B.pdb	ok	412	421	0.9786223277909739	
6A5D_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/6A5D.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/6A5D_A.pdb	ok	93	136	0.6838235294117647	
6A5D_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/6A5D.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/6A5D_B.pdb	ok	93	136	0.6838235294117647	
8K20_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/8K20.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/8K20_A.pdb	ok	337	353	0.9546742209631728	
8K20_E	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/8K20.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/8K20_E.pdb	ok	337	353	0.9546742209631728	
8CID_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/8CID.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/8CID_A.pdb	ok	344	347	0.9913544668587896	
8CID_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/8CID.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/8CID_B.pdb	ok	344	347	0.9913544668587896	
5HDM_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5HDM.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5HDM_A.pdb	ok	428	434	0.9861751152073732	
5HDM_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5HDM.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5HDM_B.pdb	ok	428	434	0.9861751152073732	
1DJ2_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1DJ2.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1DJ2_A.pdb	ok	429	443	0.9683972911963883	
1DJ2_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1DJ2.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1DJ2_B.pdb	ok	429	443	0.9683972911963883	
6KPB_C	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/6KPB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/6KPB_C.pdb	ok	378	484	0.78099173553719	
6KPD_C	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/6KPD.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/6KPD_C.pdb	ok	376	452	0.831858407079646	
6H7G_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/6H7G.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/6H7G_A.pdb	ok	340	346	0.9826589595375722	
6H7G_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/6H7G.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/6H7G_B.pdb	ok	336	346	0.9710982658959537	
1ZLP_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1ZLP.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1ZLP_A.pdb	ok	284	318	0.8930817610062893	
1ZLP_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1ZLP.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1ZLP_B.pdb	ok	285	318	0.8962264150943396	
9HJK_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9HJK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9HJK_A.pdb	ok	517	562	0.9199288256227758	
9SQH_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9SQH.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9SQH_A.pdb	ok	433	600	0.7216666666666667	
1IBJ_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1IBJ.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1IBJ_A.pdb	ok	380	464	0.8189655172413793	
1IBJ_C	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1IBJ.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1IBJ_C.pdb	ok	380	464	0.8189655172413793	
1XMB_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1XMB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1XMB_A.pdb	ok	375	418	0.8971291866028708	
2Q43_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2Q43.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2Q43_A.pdb	ok	375	418	0.8971291866028708	
9VBD_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9VBD.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9VBD_A.pdb	ok	521	893	0.5834266517357223	
9VBV_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9VBV.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9VBV_A.pdb	ok	521	893	0.5834266517357223	
8WZL_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/8WZL.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/8WZL_A.pdb	ok	376	384	0.9791666666666666	
2JZ4_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2JZ4.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2JZ4_A.pdb	ok	299	299	1.0	
2WTB_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2WTB.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2WTB_A.pdb	ok	676	725	0.9324137931034483	
4Z8W_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4Z8W.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4Z8W_A.pdb	ok	125	131	0.9541984732824428	
3MXZ_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3MXZ.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3MXZ_A.pdb	ok	107	116	0.9224137931034483	
3T90_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3T90.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3T90_A.pdb	ok	147	149	0.9865771812080537	
6CCI_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/6CCI.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/6CCI_A.pdb	ok	354	487	0.7268993839835729	
3T33_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3T33.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3T33_A.pdb	ok	407	415	0.980722891566265	
2XR7_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2XR7.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2XR7_A.pdb	ok	440	453	0.9713024282560706	
4TNM_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4TNM.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4TNM_A.pdb	ok	407	531	0.7664783427495292	
9TFW_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9TFW.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9TFW_A.pdb	ok	335	341	0.9824046920821115	
3DM0_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3DM0.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3DM0_A.pdb	ok	675	694	0.9726224783861671	
1Q90_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1Q90.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1Q90_A.pdb	ok	292	292	1.0	
7ULI_AAA	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/7ULI.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/7ULI_AAA.pdb	ok	377	592	0.6368243243243243	
2KPY_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2KPY.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2KPY_A.pdb	ok	108	108	1.0	
5Y50_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5Y50.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5Y50_A.pdb	ok	448	461	0.9718004338394793	
3DOJ_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3DOJ.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3DOJ_A.pdb	ok	292	310	0.9419354838709677	
8F9Y_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/8F9Y.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/8F9Y_A.pdb	ok	352	352	1.0	
2KMW_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2KMW.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2KMW_A.pdb	ok	150	150	1.0	
5Z9X_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5Z9X.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5Z9X_A.pdb	ok	288	409	0.7041564792176039	
2MC9_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2MC9.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2MC9_A.pdb	ok	178	178	1.0	
1CFE_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1CFE.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1CFE_A.pdb	ok	135	135	1.0	
1R8N_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1R8N.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1R8N_A.pdb	ok	185	185	1.0	
5Z8L_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5Z8L.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5Z8L_A.pdb	ok	204	234	0.8717948717948718	
9KMA_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9KMA.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9KMA_A.pdb	ok	517	580	0.8913793103448275	
1WVK_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/1WVK.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/1WVK_A.pdb	ok	86	86	1.0	
4PAC_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/4PAC.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/4PAC_A.pdb	ok	153	200	0.765	
7BGH_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/7BGH.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/7BGH_A.pdb	ok	177	189	0.9365079365079365	
3TSY_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3TSY.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3TSY_A.pdb	ok	828	979	0.8457609805924413	
8QMP_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/8QMP.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/8QMP_A.pdb	ok	913	1054	0.8662239089184061	
2RU1_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2RU1.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2RU1_A.pdb	ok	70	70	1.0	
9X2R_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9X2R.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9X2R_B.pdb	ok	356	508	0.7007874015748031	
5GQT_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/5GQT.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/5GQT_A.pdb	ok	470	478	0.9832635983263598	
2B7U_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/2B7U.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/2B7U_A.pdb	ok	251	257	0.9766536964980544	
9BLJ_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/9BLJ.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/9BLJ_A.pdb	ok	65	72	0.9027777777777778	
6N10_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/6N10.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/6N10_A.pdb	ok	403	415	0.9710843373493976	
7OVU_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/7OVU.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/7OVU_A.pdb	ok	196	218	0.8990825688073395	
3LCC_A	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/3LCC.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/3LCC_A.pdb	ok	216	235	0.9191489361702128	
6JD6_B	train	/home/ganeshiny.sridharan/dgg/deep-green-GO/preprocessing/data_arc_rebuild_2026_07_14/structure_files/6JD6.cif.gz	/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_benchmark/nominal_30_identity_80_coverage/inputs/structures/train/6JD6_B.pdb	ok	192	399	0.48120300751879697	
